id	nameAr	nameEn	primaryMuscle	primaryDetailed	secondaryDetailed	equipment	movementPattern	level	environment	stepsAr	stepsEn	mistakesAr	mistakesEn	safetyAr	safetyEn	tipsAr	alternatives	imageStatus	hasMachineSvg	imageLicense	videoStatus	videoConfidence
single-leg-rdl	رفعة رومانية برجل واحدة	Single-Leg RDL	hamstrings	hamstrings		dumbbell	hinge	intermediate	both	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
glute-ham-raise	رفع الجلوت-هام (GHR)	Glute-Ham Raise	hamstrings	hamstrings		machine	isolation	advanced	gym	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
glute-machine	جهاز الألوية	Glute Machine	glutes	glutes	hamstrings	machine	hinge	beginner	gym	5	5	3	3	1	1	3	2	placeholder-only	true		APPROVED	medium
single-leg-hip-thrust	دفع الورك برجل واحدة	Single-Leg Hip Thrust	glutes	glutes		bodyweight	hinge	intermediate	home	5	5	3	3	1	1	3	0	missing	false		APPROVED	medium
hip-abduction-machine	جهاز مباعدة الأرجل	Hip Abduction Machine	glutes	glutes		machine	isolation	beginner	gym	5	5	3	3	1	1	3	0	placeholder-only	true		APPROVED	medium
banded-lateral-walk	مشي جانبي بالمطاط	Banded Lateral Walk	glutes	glutes		band	isolation	beginner	both	5	5	2	2	1	1	3	0	missing	false		APPROVED	high
frog-pump	ضخّ الضفدع للجلوت	Frog Pump	glutes	glutes		bodyweight	hinge	beginner	home	5	5	3	3	1	1	3	0	missing	false		APPROVED	high
leg-press-calf-raise	رفع السمانة على جهاز الدفع	Leg Press Calf Raise	calves	calves		machine	isolation	beginner	gym	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
donkey-calf-raise	رفع السمانة (دونكي)	Donkey Calf Raise	calves	calves		machine	isolation	beginner	gym	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
single-leg-calf-raise	رفع السمانة برجل واحدة	Single-Leg Calf Raise	calves	calves		dumbbell|bodyweight	isolation	beginner	both	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
leg-raise	رفع الأرجل مستلقي	Lying Leg Raise	core	abs		bodyweight	core	beginner	home	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	medium
bicycle-crunch	كرنش الدراجة	Bicycle Crunch	core	abs		bodyweight	core	beginner	home	5	5	3	3	1	1	3	0	missing	false		APPROVED	medium
dead-bug	الحشرة الميتة	Dead Bug	core	abs		bodyweight	core	beginner	home	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
hollow-hold	ثبات الجسم المقعّر	Hollow Body Hold	core	abs		bodyweight	core	intermediate	home	5	5	3	3	1	1	3	0	missing	false		APPROVED	high
cable-woodchop	قطع الخشب كيبل	Cable Woodchop	core	abs		cable	core	intermediate	gym	5	5	3	3	1	1	3	0	missing	false		APPROVED	high
ab-crunch-machine	جهاز طحن البطن	Ab Crunch Machine	core	abs	obliques	machine	core	beginner	gym	5	5	3	3	1	1	3	1	stills	false	Unlicense / public-domain dedication	APPROVED	high
toes-to-bar	أصابع للبار	Toes to Bar	core	abs		bodyweight	core	advanced	gym	5	5	3	3	1	1	3	2	missing	false		APPROVED	high
pallof-press	ضغط بالوف (مقاومة دوران)	Pallof Press	core	abs		cable|band	core	beginner	both	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
flutter-kicks	رفرفة الأرجل	Flutter Kicks	core	abs		bodyweight	core	beginner	home	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
incline-treadmill-walk	مشي مائل على السير	Incline Treadmill Walk	cardio			machine	cardio	beginner	gym	5	5	3	3	1	1	3	0	missing	false		APPROVED	medium
stairmaster	جهاز الدرج (ستيرماستر)	Stairmaster	cardio			machine	cardio	beginner	gym	5	5	3	3	1	1	3	0	missing	false		APPROVED	medium
burpees	بيربي	Burpees	cardio			bodyweight	cardio	intermediate	home	5	5	3	3	1	1	3	0	missing	false		APPROVED	high
high-knees	رفع الركب (جري ثابت)	High Knees	cardio			bodyweight	cardio	beginner	home	5	5	3	3	1	1	3	0	missing	false		APPROVED	medium
battle-ropes	حبال القتال	Battle Ropes	cardio			rope	cardio	intermediate	gym	5	5	2	2	1	1	3	0	missing	false		APPROVED	medium
assault-bike	الدراجة الهوائية (أسولت)	Assault Bike	cardio			machine	cardio	beginner	gym	5	5	3	3	1	1	3	0	missing	false		APPROVED	high
outdoor-walk	مشي خارجي	Outdoor Walk	cardio			bodyweight	cardio	beginner	home	5	5	3	3	1	1	3	0	missing	false		APPROVED	medium
arm-circles	تدوير الذراعين (إحماء)	Arm Circles	shoulders	side_delts|front_delts		bodyweight	mobility	beginner	both	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	medium
cat-cow	تمدّد القطة-البقرة	Cat-Cow Stretch	back	lats|upper_back		bodyweight	mobility	beginner	home	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	medium
hip-flexor-stretch	تمدّد عضلة الورك القابضة	Hip Flexor Stretch	quads	quads		bodyweight	mobility	beginner	both	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	medium
world-greatest-stretch	أعظم تمدّد (World’s Greatest)	World’s Greatest Stretch	hamstrings	hamstrings		bodyweight	mobility	beginner	both	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	high
leg-swings	أرجحة الأرجل (إحماء)	Leg Swings	hamstrings	hamstrings		bodyweight	mobility	beginner	both	5	5	3	3	1	1	3	0	missing	false		APPROVED	medium
shoulder-dislocates	مرونة الكتف بالعصا/المطاط	Shoulder Dislocates	shoulders	side_delts|front_delts		band	mobility	beginner	both	5	5	2	2	1	1	3	0	missing	false		APPROVED	medium
thoracic-rotation	تدوير الفقرات الصدرية	Thoracic Rotation	back	lats|upper_back		bodyweight	mobility	beginner	home	5	5	3	3	1	1	3	0	missing	false		NEEDS_REVIEW	
ankle-mobility	مرونة الكاحل	Ankle Mobility Drill	calves	calves		bodyweight	mobility	beginner	both	5	5	3	3	1	1	3	0	missing	false		APPROVED	high
hamstring-stretch	تمدّد الهامسترنج	Standing Hamstring Stretch	hamstrings	hamstrings		bodyweight	mobility	beginner	both	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	APPROVED	medium
child-pose	وضعية الطفل (استرخاء)	Child’s Pose	back	lats|upper_back		bodyweight	mobility	beginner	home	5	5	3	3	1	1	3	0	stills	false	Unlicense / public-domain dedication	NEEDS_REVIEW	
decline-chest-press-machine	جهاز ضغط صدر سفلي	Decline Chest Press Machine	chest	chest_lower|triceps	front_delts	machine	push	beginner	gym	5	5	3	3	1	1	3	2	placeholder-only	true		NEEDS_REVIEW	
machine-rdl	الرفعة الرومانية بالجهاز	RDL Machine	hamstrings	hamstrings|glutes	lower_back	machine	hinge	beginner	gym	5	5	3	3	1	1	3	2	stills	false	Unlicense / public-domain dedication	NEEDS_REVIEW	
glute-kickback-machine	جهاز ركل خلفي	Glute Kickback Machine	glutes	glutes	hamstrings	machine	isolation	beginner	gym	5	5	3	3	1	1	3	2	placeholder-only	true		APPROVED	medium
standing-hip-extension-machine	مد ورك واقف	Standing Hip Extension Machine	glutes	glutes	hamstrings	machine	isolation	beginner	gym	5	5	3	3	1	1	3	2	placeholder-only	true		APPROVED	medium
hip-adductor-machine	جهاز ضم الفخذ	Hip Adductor Machine	glutes	glutes		machine	isolation	beginner	gym	5	5	3	3	1	1	3	2	placeholder-only	true		APPROVED	medium
dumbbell-sumo-squat	سكوات سومو دمبل	Dumbbell Sumo Squat	quads	quads|glutes	hamstrings	dumbbell	squat	beginner	both	5	5	3	3	1	1	3	2	missing	false		APPROVED	medium
cable-hip-adduction	ضم الفخذ كيبل	Cable Hip Adduction	glutes	glutes		cable	isolation	beginner	gym	5	5	3	3	1	1	3	2	missing	false		APPROVED	high
